,Variable Name,Variable Label,Variable Type
69,road_bridge_conflict_4,"Type 4: Was/Is construction in a conflict area? (-1: Don't Know, 1: Yes, 2: No)",Numeric
70,road_bridge_prefab_4,"Type 4: Did this facility include any major pre-fabricated components? (0: No, 1: Yes, 96: Don't know)",Numeric
71,road_bridge_span_4,"Type 4: Typical span (m) (-1: Don't know, 1: < 5, 2: 41768, 3: 41927, 4: 15969, 5: 20 or more)",Numeric
72,road_bridge_span_no_4,"Type 4: Typical number of spans (-1: Don't know, 1: (No. of spans))",Numeric
73,road_bridge_plan_life_4,"Type 4: Planned/ designed economic life of the constructed facility (in years). (-1: Don't know, 1: (No. of years))",Numeric
74,road_bridge_est_life_4,"Type 4: Estimated economic life of the constructed facility (years) (-1: Don't know, 1: (No. of years))",Numeric
75,road_bridge_rework_4,"Type 4: Rework required, and not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
76,road_bridge_location_5,"Type 5: Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
77,road_bridge_conflict_5,"Type 5: Was/Is construction in a conflict area? (-1: Don't Know, 1: Yes, 2: No)",Numeric
78,road_bridge_prefab_5,"Type 5: Did this facility include any major pre-fabricated components? (0: No, 1: Yes, 96: Don't know)",Numeric
79,road_bridge_span_5,"Type 5: Typical span (m) (-1: Don't know, 1: < 5, 2: 41768, 3: 41927, 4: 15969, 5: 20 or more)",Numeric
80,road_bridge_span_no_5,"Type 5: Typical number of spans (-1: Don't know, 1: (No. of spans))",Numeric
81,road_bridge_plan_life_5,"Type 5: Planned/ designed economic life of the constructed facility (in years). (-1: Don't know, 1: (No. of years))",Numeric
82,road_bridge_est_life_5,"Type 5: Estimated economic life of the constructed facility (years) (-1: Don't know, 1: (No. of years))",Numeric
83,road_bridge_rework_5,"Type 5: Rework required, and not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
84,road_bridge_location_6,"Type 6: Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Integer
85,road_bridge_conflict_6,"Type 6: Was/Is construction in a conflict area? (-1: Don't Know, 1: Yes, 2: No)",Integer
86,road_bridge_prefab_6,"Type 6: Did this facility include any major pre-fabricated components? (0: No, 1: Yes, 96: Don't know)",Integer
87,road_bridge_span_6,"Type 6: Typical span (m) (-1: Don't know, 1: < 5, 2: 41768, 3: 41927, 4: 15969, 5: 20 or more)",Integer
88,road_bridge_span_no_6,"Type 6: Typical number of spans (-1: Don't know, 1: (No. of spans))",Integer
89,road_bridge_plan_life_6,"Type 6: Planned/ designed economic life of the constructed facility (in years). (-1: Don't know, 1: (No. of years))",Integer
90,road_bridge_est_life_6,"Type 6: Estimated economic life of the constructed facility (years) (-1: Don't know, 1: (No. of years))",Integer
91,road_bridge_rework_6,"Type 6: Rework required, and not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Integer
92,road_bridge_location_7,"Type 7: Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Integer
93,road_bridge_conflict_7,"Type 7: Was/Is construction in a conflict area? (-1: Don't Know, 1: Yes, 2: No)",Integer
94,road_bridge_prefab_7,"Type 7: Did this facility include any major pre-fabricated components? (0: No, 1: Yes, 96: Don't know)",Integer
95,road_bridge_span_7,"Type 7: Typical span (m) (-1: Don't know, 1: < 5, 2: 41768, 3: 41927, 4: 15969, 5: 20 or more)",Integer
96,road_bridge_span_no_7,"Type 7: Typical number of spans (-1: Don't know, 1: (No. of spans))",Integer
97,road_bridge_plan_life_7,"Type 7: Planned/ designed economic life of the constructed facility (in years). (-1: Don't know, 1: (No. of years))",Integer
98,road_bridge_est_life_7,"Type 7: Estimated economic life of the constructed facility (years) (-1: Don't know, 1: (No. of years))",Integer
99,road_bridge_rework_7,"Type 7: Rework required, and not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Integer
100,railbed_item,"Does this sub-award include any railbed-related items? (0: No, 1: Yes)",Integer
101,railbed_const_location_1,"Type 1: ##RAILBED_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
102,railbed_conflict_1,"Type 1: ##RAILBED_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
103,railbed_plan_life_1,"Type 1: ##RAILBED_TYPE-RC## Planned/ designed economic life of the constructed f (-1: Don't know, 1: Years)",Numeric
104,railbed_est_life_1,"Type 1: ##RAILBED_TYPE-RC## Estimated economic life of the constructed facility  (-1: Don't know, 1: Years)",Numeric
105,railbed_rework_1,"Type 1: ##RAILBED_TYPE-RC## Rework required not completed prior to award end dat (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
106,railbed_const_location_2,"Type 2: ##RAILBED_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
107,railbed_conflict_2,"Type 2: ##RAILBED_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
108,railbed_plan_life_2,"Type 2: ##RAILBED_TYPE-RC## Planned/ designed economic life of the constructed f (-1: Don't know, 1: Years)",Numeric
109,railbed_est_life_2,"Type 2: ##RAILBED_TYPE-RC## Estimated economic life of the constructed facility  (-1: Don't know, 1: Years)",Numeric
110,railbed_rework_2,"Type 2: ##RAILBED_TYPE-RC## Rework required not completed prior to award end dat (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
111,railbed_const_location_3,"Type 3: ##RAILBED_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Integer
112,railbed_conflict_3,"Type 3: ##RAILBED_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
113,railbed_plan_life_3,"Type 3: ##RAILBED_TYPE-RC## Planned/ designed economic life of the constructed f (-1: Don't know, 1: Years)",Numeric
114,railbed_est_life_3,"Type 3: ##RAILBED_TYPE-RC## Estimated economic life of the constructed facility  (-1: Don't know, 1: Years)",Numeric
115,railbed_rework_3,"Type 3: ##RAILBED_TYPE-RC## Rework required not completed prior to award end dat (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
116,railway_bridge_item,"Did/Does this sub-award include any railway bridges-related items? (0: No, 1: Yes)",Numeric
117,railway_bridge_const_location_1,"Type 1: ##RAILWAY_BRIDGE_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
118,railway_bridge_conflict_1,"Type 1: ##RAILWAY_BRIDGE_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
119,railway_bridge_prefab_1,"Type 1: ##RAILWAY_BRIDGE_TYPE-RC## Did this facility include any major pre-fabri (-1: Don't know, 0: No, 1: Yes)",Numeric
120,railway_bridge_plan_sites_1,"Type 1: ##RAILWAY_BRIDGE_TYPE-RC## Planned # of sites (by location) (-1: Don't know, 1: Urban:, 2: Rural:)",Numeric
121,railway_bridge_act_sites_1,"Type 1: ##RAILWAY_BRIDGE_TYPE-RC## Actual/ Estimated # of sites (by location) (-1: Don't know, 1: Urban:, 2: Rural:)",Numeric
122,railway_bridge_span_1,"Type 1: ##RAILWAY_BRIDGE_TYPE-RC## Typical span (m) (1: <5, 2: 41768, 3: 41926, 4: 15-19, 5: 20 or more)",Numeric
123,railway_bridge_no_span_1,"Type 1: ##RAILWAY_BRIDGE_TYPE-RC## What is the typical number of spans (-1: Don't know, 1: No.)",Numeric
124,railway_bridge_plan_life_1,"Type 1: ##RAILWAY_BRIDGE_TYPE-RC## Planned/ designed economic life of the constr (-1: Don't know, 1: Years)",Numeric
125,railway_bridge_est_life_1,"Type 1: ##RAILWAY_BRIDGE_TYPE-RC## Estimated economic life of the constructed fa (-1: Don't know, 1: Years)",Numeric
126,railway_bridge_rework_1,"Type 1: ##RAILWAY_BRIDGE_TYPE-RC## Rework required not completed prior to award  (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
127,railway_bridge_const_location_2,"Type 2: ##RAILWAY_BRIDGE_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
128,railway_bridge_conflict_2,"Type 2: ##RAILWAY_BRIDGE_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
129,railway_bridge_prefab_2,"Type 2: ##RAILWAY_BRIDGE_TYPE-RC## Did this facility include any major pre-fabri (-1: Don't know, 0: No, 1: Yes)",Numeric
130,railway_bridge_plan_sites_2,"Type 2: ##RAILWAY_BRIDGE_TYPE-RC## Planned # of sites (by location) (-1: Don't know, 1: Urban:, 2: Rural:)",Numeric
131,railway_bridge_act_sites_2,"Type 2: ##RAILWAY_BRIDGE_TYPE-RC## Actual/ Estimated # of sites (by location) (-1: Don't know, 1: Urban:, 2: Rural:)",Numeric
132,railway_bridge_span_2,"Type 2: ##RAILWAY_BRIDGE_TYPE-RC## Typical span (m) (1: <5, 2: 41768, 3: 41926, 4: 15-19, 5: 20 or more)",Numeric
133,railway_bridge_no_span_2,"Type 2: ##RAILWAY_BRIDGE_TYPE-RC## What is the typical number of spans (-1: Don't know, 1: No.)",Numeric
134,railway_bridge_plan_life_2,"Type 2: ##RAILWAY_BRIDGE_TYPE-RC## Planned/ designed economic life of the constr (-1: Don't know, 1: Years)",Numeric
135,railway_bridge_est_life_2,"Type 2: ##RAILWAY_BRIDGE_TYPE-RC## Estimated economic life of the constructed fa (-1: Don't know, 1: Years)",Numeric
136,railway_bridge_rework_2,"Type 2: ##RAILWAY_BRIDGE_TYPE-RC## Rework required not completed prior to award  (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
137,railway_bridge_const_location_3,"Type 3: ##RAILWAY_BRIDGE_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
138,railway_bridge_conflict_3,"Type 3: ##RAILWAY_BRIDGE_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
139,railway_bridge_prefab_3,"Type 3: ##RAILWAY_BRIDGE_TYPE-RC## Did this facility include any major pre-fabri (-1: Don't know, 0: No, 1: Yes)",Numeric
140,railway_bridge_plan_sites_3,"Type 3: ##RAILWAY_BRIDGE_TYPE-RC## Planned # of sites (by location) (-1: Don't know, 1: Urban:, 2: Rural:)",Numeric
141,railway_bridge_act_sites_3,"Type 3: ##RAILWAY_BRIDGE_TYPE-RC## Actual/ Estimated # of sites (by location) (-1: Don't know, 1: Urban:, 2: Rural:)",Numeric
142,railway_bridge_span_3,"Type 3: ##RAILWAY_BRIDGE_TYPE-RC## Typical span (m) (1: <5, 2: 41768, 3: 41926, 4: 15-19, 5: 20 or more)",Numeric
143,railway_bridge_no_span_3,"Type 3: ##RAILWAY_BRIDGE_TYPE-RC## What is the typical number of spans (-1: Don't know, 1: No.)",Numeric
144,railway_bridge_plan_life_3,"Type 3: ##RAILWAY_BRIDGE_TYPE-RC## Planned/ designed economic life of the constr (-1: Don't know, 1: Years)",Numeric
145,railway_bridge_est_life_3,"Type 3: ##RAILWAY_BRIDGE_TYPE-RC## Estimated economic life of the constructed fa (-1: Don't know, 1: Years)",Numeric
146,railway_bridge_rework_3,"Type 3: ##RAILWAY_BRIDGE_TYPE-RC## Rework required not completed prior to award  (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
147,railway_bridge_const_location_4,"Type 4: ##RAILWAY_BRIDGE_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
148,railway_bridge_conflict_4,"Type 4: ##RAILWAY_BRIDGE_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
149,railway_bridge_prefab_4,"Type 4: ##RAILWAY_BRIDGE_TYPE-RC## Did this facility include any major pre-fabri (-1: Don't know, 0: No, 1: Yes)",Numeric
150,railway_bridge_plan_sites_4,"Type 4: ##RAILWAY_BRIDGE_TYPE-RC## Planned # of sites (by location) (-1: Don't know, 1: Urban:, 2: Rural:)",Numeric
151,railway_bridge_act_sites_4,"Type 4: ##RAILWAY_BRIDGE_TYPE-RC## Actual/ Estimated # of sites (by location) (-1: Don't know, 1: Urban:, 2: Rural:)",Numeric
152,railway_bridge_span_4,"Type 4: ##RAILWAY_BRIDGE_TYPE-RC## Typical span (m) (1: <5, 2: 41768, 3: 41926, 4: 15-19, 5: 20 or more)",Numeric
153,railway_bridge_no_span_4,"Type 4: ##RAILWAY_BRIDGE_TYPE-RC## What is the typical number of spans (-1: Don't know, 1: No.)",Numeric
154,railway_bridge_plan_life_4,"Type 4: ##RAILWAY_BRIDGE_TYPE-RC## Planned/ designed economic life of the constr (-1: Don't know, 1: Years)",Numeric
155,railway_bridge_est_life_4,"Type 4: ##RAILWAY_BRIDGE_TYPE-RC## Estimated economic life of the constructed fa (-1: Don't know, 1: Years)",Numeric
156,railway_bridge_rework_4,"Type 4: ##RAILWAY_BRIDGE_TYPE-RC## Rework required not completed prior to award  (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
157,railway_bridge_const_location_5,"Type 5: ##RAILWAY_BRIDGE_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
158,railway_bridge_conflict_5,"Type 5: ##RAILWAY_BRIDGE_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
159,railway_bridge_prefab_5,"Type 5: ##RAILWAY_BRIDGE_TYPE-RC## Did this facility include any major pre-fabri (-1: Don't know, 0: No, 1: Yes)",Numeric
160,railway_bridge_plan_sites_5,"Type 5: ##RAILWAY_BRIDGE_TYPE-RC## Planned # of sites (by location) (-1: Don't know, 1: Urban:, 2: Rural:)",Numeric
161,railway_bridge_act_sites_5,"Type 5: ##RAILWAY_BRIDGE_TYPE-RC## Actual/ Estimated # of sites (by location) (-1: Don't know, 1: Urban:, 2: Rural:)",Numeric
162,railway_bridge_span_5,"Type 5: ##RAILWAY_BRIDGE_TYPE-RC## Typical span (m) (1: <5, 2: 41768, 3: 41926, 4: 15-19, 5: 20 or more)",Numeric
163,railway_bridge_no_span_5,"Type 5: ##RAILWAY_BRIDGE_TYPE-RC## What is the typical number of spans (-1: Don't know, 1: No.)",Numeric
164,railway_bridge_plan_life_5,"Type 5: ##RAILWAY_BRIDGE_TYPE-RC## Planned/ designed economic life of the constr (-1: Don't know, 1: Years)",Numeric
165,railway_bridge_est_life_5,"Type 5: ##RAILWAY_BRIDGE_TYPE-RC## Estimated economic life of the constructed fa (-1: Don't know, 1: Years)",Numeric
166,railway_bridge_rework_5,"Type 5: ##RAILWAY_BRIDGE_TYPE-RC## Rework required not completed prior to award  (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
167,railway_bridge_const_location_6,"Type 6: ##RAILWAY_BRIDGE_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
168,railway_bridge_conflict_6,"Type 6: ##RAILWAY_BRIDGE_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
169,railway_bridge_prefab_6,"Type 6: ##RAILWAY_BRIDGE_TYPE-RC## Did this facility include any major pre-fabri (-1: Don't know, 0: No, 1: Yes)",Numeric
170,railway_bridge_plan_sites_6,"Type 6: ##RAILWAY_BRIDGE_TYPE-RC## Planned # of sites (by location) (-1: Don't know, 1: Urban:, 2: Rural:)",Numeric
171,railway_bridge_act_sites_6,"Type 6: ##RAILWAY_BRIDGE_TYPE-RC## Actual/ Estimated # of sites (by location) (-1: Don't know, 1: Urban:, 2: Rural:)",Numeric
172,railway_bridge_span_6,"Type 6: ##RAILWAY_BRIDGE_TYPE-RC## Typical span (m) (1: <5, 2: 41768, 3: 41926, 4: 15-19, 5: 20 or more)",Numeric
173,railway_bridge_no_span_6,"Type 6: ##RAILWAY_BRIDGE_TYPE-RC## What is the typical number of spans (-1: Don't know, 1: No.)",Numeric
174,railway_bridge_plan_life_6,"Type 6: ##RAILWAY_BRIDGE_TYPE-RC## Planned/ designed economic life of the constr (-1: Don't know, 1: Years)",Numeric
175,railway_bridge_est_life_6,"Type 6: ##RAILWAY_BRIDGE_TYPE-RC## Estimated economic life of the constructed fa (-1: Don't know, 1: Years)",Numeric
176,railway_bridge_rework_6,"Type 6: ##RAILWAY_BRIDGE_TYPE-RC## Rework required not completed prior to award  (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
177,railway_bridge_const_location_7,"Type 7: ##RAILWAY_BRIDGE_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
178,railway_bridge_conflict_7,"Type 7: ##RAILWAY_BRIDGE_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
179,railway_bridge_prefab_7,"Type 7: ##RAILWAY_BRIDGE_TYPE-RC## Did this facility include any major pre-fabri (-1: Don't know, 0: No, 1: Yes)",Numeric
180,railway_bridge_plan_sites_7,"Type 7: ##RAILWAY_BRIDGE_TYPE-RC## Planned # of sites (by location) (-1: Don't know, 1: Urban:, 2: Rural:)",Numeric
181,railway_bridge_act_sites_7,"Type 7: ##RAILWAY_BRIDGE_TYPE-RC## Actual/ Estimated # of sites (by location) (-1: Don't know, 1: Urban:, 2: Rural:)",Numeric
182,railway_bridge_span_7,"Type 7: ##RAILWAY_BRIDGE_TYPE-RC## Typical span (m) (1: <5, 2: 41768, 3: 41926, 4: 15-19, 5: 20 or more)",Numeric
183,railway_bridge_no_span_7,"Type 7: ##RAILWAY_BRIDGE_TYPE-RC## What is the typical number of spans (-1: Don't know, 1: No.)",Numeric
184,railway_bridge_plan_life_7,"Type 7: ##RAILWAY_BRIDGE_TYPE-RC## Planned/ designed economic life of the constr (-1: Don't know, 1: Years)",Numeric
185,railway_bridge_est_life_7,"Type 7: ##RAILWAY_BRIDGE_TYPE-RC## Estimated economic life of the constructed fa (-1: Don't know, 1: Years)",Numeric
186,railway_bridge_rework_7,"Type 7: ##RAILWAY_BRIDGE_TYPE-RC## Rework required not completed prior to award  (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
187,runway_item,"Does the sub award include any airport runway related items? (0: No, 1: Yes)",Numeric
188,runway_const_location_1,"Type 1: ##RUNWAY_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
189,runway_conflict_1,"Type 1: ##RUNWAY_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
190,runway_location_1,"Type 1: ##RUNWAY_TYPE-RC## Location (1: Urban, 2: Rural)",Numeric
191,runway_surface_1,"Type 1: ##RUNWAY_TYPE-RC## Surface type (-1: Don't know, 1: Concrete, 2: Asphalt, 3: Gravel, 4: Dirt, 5: Other)",Numeric
192,runway_plan_segments_1,"Type 1: ##RUNWAY_TYPE-RC## Planned # of segments (-1: Don't know, 1: No.)",Numeric
193,runway_act_segments_1,"Type 1: ##RUNWAY_TYPE-RC## Actual/ Estimated # of segments (-1: Don't know, 1: No.)",Numeric
194,runway_plan_width_1,"Type 1: ##RUNWAY_TYPE-RC## Planned typical width (m) (-1: Don't know, 1: m)",Numeric
195,runway_act_width_1,"Type 1: ##RUNWAY_TYPE-RC## Actual/ Estimated typical width (m) (-1: Don't know, 1: m)",Numeric
196,runway_plan_length_1,"Type 1: ##RUNWAY_TYPE-RC## Planned total length (m) (-1: Don't know, 1: m)",Numeric
197,runway_act_length_1,"Type 1: ##RUNWAY_TYPE-RC## Actual/ Estimated total length (m) (-1: Don't know, 1: m)",Numeric
198,runway_plan_life_1,"Type 1: ##RUNWAY_TYPE-RC## Planned/ designed economic life of the constructed fa (-1: Don't know, 1: Years)",Numeric
199,runway_est_life_1,"Type 1: ##RUNWAY_TYPE-RC## Estimated economic life of the constructed facility ( (-1: Don't know, 1: Years)",Numeric
200,runway_rework_1,"Type 1: ##RUNWAY_TYPE-RC## Rework required not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
201,runway_const_location_2,"Type 2: ##RUNWAY_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
202,runway_conflict_2,"Type 2: ##RUNWAY_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
203,runway_location_2,"Type 2: ##RUNWAY_TYPE-RC## Location (1: Urban, 2: Rural)",Numeric
204,runway_surface_2,"Type 2: ##RUNWAY_TYPE-RC## Surface type (-1: Don't know, 1: Concrete, 2: Asphalt, 3: Gravel, 4: Dirt, 5: Other)",Numeric
205,runway_plan_segments_2,"Type 2: ##RUNWAY_TYPE-RC## Planned # of segments (-1: Don't know, 1: No.)",Numeric
206,runway_act_segments_2,"Type 2: ##RUNWAY_TYPE-RC## Actual/ Estimated # of segments (-1: Don't know, 1: No.)",Numeric
207,runway_plan_width_2,"Type 2: ##RUNWAY_TYPE-RC## Planned typical width (m) (-1: Don't know, 1: m)",Numeric
208,runway_act_width_2,"Type 2: ##RUNWAY_TYPE-RC## Actual/ Estimated typical width (m) (-1: Don't know, 1: m)",Numeric
209,runway_plan_length_2,"Type 2: ##RUNWAY_TYPE-RC## Planned total length (m) (-1: Don't know, 1: m)",Numeric
210,runway_act_length_2,"Type 2: ##RUNWAY_TYPE-RC## Actual/ Estimated total length (m) (-1: Don't know, 1: m)",Numeric
211,runway_plan_life_2,"Type 2: ##RUNWAY_TYPE-RC## Planned/ designed economic life of the constructed fa (-1: Don't know, 1: Years)",Numeric
212,runway_est_life_2,"Type 2: ##RUNWAY_TYPE-RC## Estimated economic life of the constructed facility ( (-1: Don't know, 1: Years)",Numeric
213,runway_rework_2,"Type 2: ##RUNWAY_TYPE-RC## Rework required not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
214,runway_const_location_3,"Type 3: ##RUNWAY_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
215,runway_conflict_3,"Type 3: ##RUNWAY_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
216,runway_location_3,"Type 3: ##RUNWAY_TYPE-RC## Location (1: Urban, 2: Rural)",Numeric
217,runway_surface_3,"Type 3: ##RUNWAY_TYPE-RC## Surface type (-1: Don't know, 1: Concrete, 2: Asphalt, 3: Gravel, 4: Dirt, 5: Other)",Numeric
218,runway_plan_segments_3,"Type 3: ##RUNWAY_TYPE-RC## Planned # of segments (-1: Don't know, 1: No.)",Numeric
219,runway_act_segments_3,"Type 3: ##RUNWAY_TYPE-RC## Actual/ Estimated # of segments (-1: Don't know, 1: No.)",Numeric
220,runway_plan_width_3,"Type 3: ##RUNWAY_TYPE-RC## Planned typical width (m) (-1: Don't know, 1: m)",Numeric
221,runway_act_width_3,"Type 3: ##RUNWAY_TYPE-RC## Actual/ Estimated typical width (m) (-1: Don't know, 1: m)",Numeric
222,runway_plan_length_3,"Type 3: ##RUNWAY_TYPE-RC## Planned total length (m) (-1: Don't know, 1: m)",Numeric
223,runway_act_length_3,"Type 3: ##RUNWAY_TYPE-RC## Actual/ Estimated total length (m) (-1: Don't know, 1: m)",Numeric
224,runway_plan_life_3,"Type 3: ##RUNWAY_TYPE-RC## Planned/ designed economic life of the constructed fa (-1: Don't know, 1: Years)",Numeric
225,runway_est_life_3,"Type 3: ##RUNWAY_TYPE-RC## Estimated economic life of the constructed facility ( (-1: Don't know, 1: Years)",Numeric
226,runway_rework_3,"Type 3: ##RUNWAY_TYPE-RC## Rework required not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
227,port_item,"Does this sub-award include any port-related items? (0: No, 1: Yes)",Numeric
228,port_const_location_1,"Type 1: ##PORT_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
229,port_conflict_1,"Type 1: ##PORT_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 1: Yes, 2: No)",Numeric
230,port_location_1,"Type 1: ##PORT_TYPE-RC## Location (1: Urban, 2: Rural)",Numeric
231,port_cargo_equip_1,"Type 1: ##PORT_TYPE-RC## Did/Does the project include the installation of cargo  (-1: Don't Know, 0: No, 1: Yes)",Numeric
232,port_plan_sites_1,"Type 1: ##PORT_TYPE-RC## Planned # of sites (-1: Don't know, 1: No.)",Numeric
233,port_act_sites_1,"Type 1: ##PORT_TYPE-RC## Actual/ Estimated # of sites (-1: Don't know, 1: No.)",Numeric
234,port_plan_berths_1,"Type 1: ##PORT_TYPE-RC## Planned # of berths (-1: Don't know, 1: No.)",Numeric
